Id	Title	Url	Path	IsPaidOnly	Difficulty	Likes	Dislikes	ContentFeatures	SnippetFeatures	acRate	gpt-4-0125-preview Solved At	gpt-4-0125-preview Submitted At	gpt-4-0125-preview Result	gemini-1.0-pro Solved At	gemini-1.0-pro Submitted At	gemini-1.0-pro Result	gemini-1.5-pro-preview-0409 Solved At	gemini-1.5-pro-preview-0409 Submitted At	gemini-1.5-pro-preview-0409 Result	claude-3-opus-20240229 Solved At	claude-3-opus-20240229 Submitted At	claude-3-opus-20240229 Result	
55	Jump Game	https://leetcode.com/problems/jump-game/	problems/jump-game.json	false	Medium	18791	1163			38.5	2024-03-13 01:30:05		Accepted	2024-03-13 11:53:35		Accepted	2024-04-12 09:55:43	2024-05-18 08:34:28	Accepted	2024-03-16 17:54:57		Accepted	
45	Jump Game II	https://leetcode.com/problems/jump-game-ii/	problems/jump-game-ii.json	false	Medium	14142	537			40.4	2024-03-13 01:30:29		Accepted	2024-03-13 11:32:27		Accepted	2024-04-12 09:55:51	2024-05-18 08:34:35	Accepted	2024-03-16 17:55:26		Accepted	
841	Keys and Rooms	https://leetcode.com/problems/keys-and-rooms/	problems/keys-and-rooms.json	false	Medium	5952	270			72.7	2024-03-13 01:30:43		Accepted	2024-03-13 11:53:54		Accepted	2024-04-12 09:55:59	2024-05-18 08:34:42	Accepted	2024-03-16 17:55:52		Accepted	
1431	Kids With the Greatest Number of Candies	https://leetcode.com/problems/kids-with-the-greatest-number-of-candies/	problems/kids-with-the-greatest-number-of-candies.json	false	Easy	4282	529			87.3	2024-03-13 01:30:58		Accepted	2024-03-13 11:57:11		Accepted	2024-04-12 09:56:04	2024-05-18 08:34:49	Accepted	2024-03-16 17:56:13		Accepted	
875	Koko Eating Bananas	https://leetcode.com/problems/koko-eating-bananas/	problems/koko-eating-bananas.json	false	Medium	10047	576			49.0	2024-03-13 01:31:19		Accepted	2024-03-13 11:36:15		Accepted	2024-04-12 09:56:10	2024-05-18 08:34:56	Accepted	2024-03-16 17:56:54		Accepted	
215	Kth Largest Element in an Array	https://leetcode.com/problems/kth-largest-element-in-an-array/	problems/kth-largest-element-in-an-array.json	false	Medium	16674	841			66.8	2024-03-13 01:31:57		Wrong Answer	2024-03-13 11:29:49		Wrong Answer	2024-05-12 10:06:00	2024-05-18 08:35:04	Accepted	2024-03-16 19:49:31		Time Limit Exceeded	
230	Kth Smallest Element in a BST	https://leetcode.com/problems/kth-smallest-element-in-a-bst/	problems/kth-smallest-element-in-a-bst.json	false	Medium	11174	221	img		72.2	2024-03-13 01:32:17		Accepted	2024-03-13 11:56:48		Accepted	2024-04-12 22:40:46	2024-05-18 08:35:11	Accepted	2024-03-16 19:50:06		Accepted	
84	Largest Rectangle in Histogram	https://leetcode.com/problems/largest-rectangle-in-histogram/	problems/largest-rectangle-in-histogram.json	false	Hard	16679	253	img		44.1	2024-03-13 01:32:37		Accepted	2024-03-13 11:35:38		Accepted	2024-04-12 22:54:39	2024-05-18 08:35:18	Accepted	2024-03-16 19:50:37		Accepted	
872	Leaf-Similar Trees	https://leetcode.com/problems/leaf-similar-trees/	problems/leaf-similar-trees.json	false	Easy	4036	105	img		70.3	2024-03-13 01:32:51		Accepted	2024-03-13 11:48:00		Accepted	2024-04-12 22:46:27	2024-05-18 08:35:25	Accepted	2024-03-16 19:51:06		Accepted	
58	Length of Last Word	https://leetcode.com/problems/length-of-last-word/	problems/length-of-last-word.json	false	Easy	4572	252			49.1	2024-03-13 01:33:05		Accepted	2024-03-13 11:54:19		Accepted	2024-04-12 22:55:51	2024-05-18 08:35:32	Accepted	2024-03-16 19:51:26		Accepted	
17	Letter Combinations of a Phone Number	https://leetcode.com/problems/letter-combinations-of-a-phone-number/	problems/letter-combinations-of-a-phone-number.json	false	Medium	18043	961	img		60.0	2024-03-13 01:33:30		Accepted	2024-03-13 11:48:31		Accepted	2024-04-12 22:41:14	2024-05-18 08:35:39	Accepted	2024-03-16 19:51:55		Accepted	
141	Linked List Cycle	https://leetcode.com/problems/linked-list-cycle/	problems/linked-list-cycle.json	false	Easy	15114	1301	img		50.2	2024-03-13 01:33:54		Accepted	2024-03-13 11:53:58		Accepted	2024-04-12 22:35:14	2024-05-18 08:35:46	Accepted	2024-03-16 19:54:09		Accepted	
142	Linked List Cycle II	https://leetcode.com/problems/linked-list-cycle-ii/	problems/linked-list-cycle-ii.json	false	Medium	13261	919	img		51.0	2024-03-13 01:34:24		Runtime Error	2024-03-13 11:19:13		Accepted	2024-04-12 22:52:23	2024-05-18 08:35:53	Accepted	2024-03-16 19:54:42		Accepted	
14	Longest Common Prefix	https://leetcode.com/problems/longest-common-prefix/	problems/longest-common-prefix.json	false	Easy	16961	4442			42.5	2024-03-13 01:34:44		Accepted	2024-03-13 11:19:57		Accepted	2024-04-12 22:45:56	2024-05-18 08:36:00	Accepted	2024-03-16 19:55:11		Accepted	
1143	Longest Common Subsequence	https://leetcode.com/problems/longest-common-subsequence/	problems/longest-common-subsequence.json	false	Medium	13189	184			57.8	2024-03-13 01:35:01		Accepted	2024-03-13 11:23:19		Accepted	2024-04-12 22:51:58	2024-05-18 08:36:08	Accepted	2024-03-16 19:55:41		Accepted	
128	Longest Consecutive Sequence	https://leetcode.com/problems/longest-consecutive-sequence/	problems/longest-consecutive-sequence.json	false	Medium	19379	937			47.3	2024-03-13 01:35:17		Accepted	2024-03-13 11:20:01		Accepted	2024-04-12 22:52:16	2024-05-18 08:36:15	Accepted	2024-03-16 19:56:10		Accepted	
300	Longest Increasing Subsequence	https://leetcode.com/problems/longest-increasing-subsequence/	problems/longest-increasing-subsequence.json	false	Medium	20447	423			55.1	2024-03-13 01:35:49		Accepted	2024-03-13 11:48:27		Accepted	2024-04-12 22:34:38	2024-05-18 08:36:22	Accepted	2024-03-16 19:56:41		Accepted	
5	Longest Palindromic Substring	https://leetcode.com/problems/longest-palindromic-substring/	problems/longest-palindromic-substring.json	false	Medium	28715	1718			33.7	2024-03-13 01:36:03		Accepted				2024-04-12 22:43:49	2024-05-18 08:36:29	Accepted	2024-03-16 19:57:15		Accepted	
1493	Longest Subarray of 1's After Deleting One Element	https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/	problems/longest-subarray-of-1s-after-deleting-one-element.json	false	Medium	3793	67			67.1	2024-03-13 01:36:16		Accepted	2024-03-13 11:36:18		Wrong Answer	2024-04-12 09:13:13	2024-05-18 08:36:36	Accepted	2024-03-16 19:57:41		Accepted	
3	Longest Substring Without Repeating Characters	https://leetcode.com/problems/longest-substring-without-repeating-characters/	problems/longest-substring-without-repeating-characters.json	false	Medium	38829	1815			34.6	2024-03-13 01:36:38		Accepted	2024-03-13 11:40:22		Accepted	2024-04-12 22:35:21	2024-05-18 08:36:43	Accepted	2024-03-16 19:58:09		Accepted	
32	Longest Valid Parentheses	https://leetcode.com/problems/longest-valid-parentheses/	problems/longest-valid-parentheses.json	false	Hard	12137	388			33.9	2024-03-13 01:36:55		Accepted	2024-03-13 11:36:22		Accepted	2024-04-12 23:01:09	2024-05-18 08:36:50	Accepted	2024-03-16 17:01:24		Accepted	
1372	Longest ZigZag Path in a Binary Tree	https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree/	problems/longest-zigzag-path-in-a-binary-tree.json	false	Medium	3335	69	img		65.9	2024-03-13 01:37:32		Accepted	2024-03-13 11:19:31		Wrong Answer	2024-04-12 22:42:07	2024-05-18 08:36:57	Accepted	2024-03-16 19:58:44		Accepted	
236	Lowest Common Ancestor of a Binary Tree	https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/	problems/lowest-common-ancestor-of-a-binary-tree.json	false	Medium	16040	395	a,img		61.7	2024-03-13 01:37:54		Accepted	2024-03-13 11:47:17		Accepted	2024-04-12 22:55:29	2024-05-18 08:37:04	Accepted	2024-03-16 19:59:13		Accepted	
146	LRU Cache	https://leetcode.com/problems/lru-cache/	problems/lru-cache.json	false	Medium	20187	969	a	multi	42.2	2024-03-13 01:38:12		Accepted	2024-03-13 11:49:41		Wrong Answer	2024-04-12 22:45:37	2024-05-18 08:37:11	Accepted	2024-03-16 19:59:50		Accepted	
169	Majority Element	https://leetcode.com/problems/majority-element/	problems/majority-element.json	false	Easy	18588	576			64.7	2024-03-13 01:38:26		Accepted				2024-04-12 22:43:57	2024-05-18 08:37:18	Accepted	2024-03-16 20:00:12		Accepted	
1004	Max Consecutive Ones III	https://leetcode.com/problems/max-consecutive-ones-iii/	problems/max-consecutive-ones-iii.json	false	Medium	8200	111			62.7	2024-03-13 01:38:42		Accepted	2024-03-13 11:49:57		Accepted	2024-04-12 22:52:07	2024-05-18 08:37:25	Accepted	2024-03-16 20:00:36		Accepted	
1679	Max Number of K-Sum Pairs	https://leetcode.com/problems/max-number-of-k-sum-pairs/	problems/max-number-of-k-sum-pairs.json	false	Medium	2994	76			55.0	2024-03-13 01:39:00		Accepted	2024-03-13 11:56:23		Accepted	2024-04-12 23:00:00	2024-05-18 08:37:32	Accepted	2024-03-16 20:01:01		Accepted	
149	Max Points on a Line	https://leetcode.com/problems/max-points-on-a-line/	problems/max-points-on-a-line.json	false	Hard	4070	471	img		26.4	2024-03-13 01:39:25		Accepted	2024-03-13 11:50:40		Runtime Error	2024-04-12 23:01:27	2024-05-18 08:37:39	Runtime Error	2024-03-16 20:01:38		Wrong Answer	
221	Maximal Square	https://leetcode.com/problems/maximal-square/	problems/maximal-square.json	false	Medium	9886	216	img		46.3	2024-03-13 01:39:47		Accepted	2024-03-13 11:48:24		Accepted	2024-04-12 22:54:53	2024-05-18 08:37:46	Accepted	2024-03-16 20:02:11		Accepted	
643	Maximum Average Subarray I	https://leetcode.com/problems/maximum-average-subarray-i/	problems/maximum-average-subarray-i.json	false	Easy	3337	289			43.1	2024-03-13 01:40:03		Accepted	2024-03-13 11:53:21		Accepted	2024-04-12 22:51:26	2024-05-18 08:37:53	Accepted	2024-03-16 20:02:34		Accepted	
104	Maximum Depth of Binary Tree	https://leetcode.com/problems/maximum-depth-of-binary-tree/	problems/maximum-depth-of-binary-tree.json	false	Easy	12504	212	img		75.1	2024-03-13 01:40:20		Accepted	2024-03-13 11:19:07		Accepted	2024-04-12 22:57:33	2024-05-18 08:38:01	Accepted	2024-03-16 20:02:55		Accepted	
1161	Maximum Level Sum of a Binary Tree	https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/	problems/maximum-level-sum-of-a-binary-tree.json	false	Medium	3451	98	img		67.2	2024-03-13 01:40:46		Accepted	2024-03-13 11:45:11		Accepted	2024-04-12 22:56:14	2024-05-18 08:38:08	Accepted	2024-03-16 20:03:30		Accepted	
1456	Maximum Number of Vowels in a Substring of Given Length	https://leetcode.com/problems/maximum-number-of-vowels-in-a-substring-of-given-length/	problems/maximum-number-of-vowels-in-a-substring-of-given-length.json	false	Medium	3375	116			58.3	2024-03-13 01:41:12		Accepted	2024-03-13 11:54:26		Accepted	2024-04-12 22:57:43	2024-05-18 08:38:15	Accepted	2024-03-16 20:04:02		Accepted	
152	Maximum Product Subarray	https://leetcode.com/problems/maximum-product-subarray/	problems/maximum-product-subarray.json	false	Medium	18070	587			35.0	2024-03-13 01:41:27		Accepted	2024-03-13 11:50:55		Accepted	2024-04-12 22:44:26	2024-05-18 08:38:22	Accepted	2024-03-16 20:04:35		Accepted	
53	Maximum Subarray	https://leetcode.com/problems/maximum-subarray/	problems/maximum-subarray.json	false	Medium	33320	1401			50.6	2024-03-13 01:41:43		Accepted				2024-04-12 22:59:09	2024-05-18 08:38:30	Accepted	2024-03-16 20:05:00		Accepted	
2542	Maximum Subsequence Score	https://leetcode.com/problems/maximum-subsequence-score/	problems/maximum-subsequence-score.json	false	Medium	2555	146			53.8	2024-03-13 01:42:12		Time Limit Exceeded	2024-03-13 11:47:40		Wrong Answer	2024-04-12 22:51:11	2024-05-18 08:38:37	Wrong Answer	2024-03-16 20:05:33		Accepted	
918	Maximum Sum Circular Subarray	https://leetcode.com/problems/maximum-sum-circular-subarray/	problems/maximum-sum-circular-subarray.json	false	Medium	6464	285			44.5	2024-03-13 01:42:41		Accepted	2024-03-13 11:47:34		Wrong Answer	2024-04-12 22:57:07	2024-05-18 08:38:44	Wrong Answer	2024-03-16 20:06:08		Accepted	
2130	Maximum Twin Sum of a Linked List	https://leetcode.com/problems/maximum-twin-sum-of-a-linked-list/	problems/maximum-twin-sum-of-a-linked-list.json	false	Medium	3367	92	img		81.0	2024-03-13 01:42:54		Accepted	2024-03-13 11:19:43		Accepted	2024-04-12 22:55:38	2024-05-18 08:38:51	Accepted	2024-03-16 20:06:35		Accepted	
4	Median of Two Sorted Arrays	https://leetcode.com/problems/median-of-two-sorted-arrays/	problems/median-of-two-sorted-arrays.json	false	Hard	27600	3059			39.5	2024-03-13 01:43:29		Accepted				2024-04-12 22:40:00	2024-05-18 08:38:58	Accepted	2024-03-16 20:07:17		Accepted	
56	Merge Intervals	https://leetcode.com/problems/merge-intervals/	problems/merge-intervals.json	false	Medium	21692	754			47.1	2024-03-13 01:43:59		Accepted	2024-03-13 11:50:43		Accepted	2024-04-12 22:51:48	2024-05-18 08:39:05	Accepted	2024-03-16 20:07:44		Accepted	
23	Merge k Sorted Lists	https://leetcode.com/problems/merge-k-sorted-lists/	problems/merge-k-sorted-lists.json	false	Hard	19047	692			52.3	2024-03-13 01:44:17		Accepted	2024-03-13 11:53:31		Runtime Error	2024-04-12 23:00:12	2024-05-18 08:39:12	Accepted	2024-03-16 20:08:25		Accepted	
88	Merge Sorted Array	https://leetcode.com/problems/merge-sorted-array/	problems/merge-sorted-array.json	false	Easy	14105	1750			49.2	2024-03-13 01:44:30		Accepted	2024-03-13 11:47:51		Accepted	2024-04-12 22:34:10	2024-05-18 08:39:20	Accepted	2024-03-16 20:08:55		Accepted	
1768	Merge Strings Alternately	https://leetcode.com/problems/merge-strings-alternately/	problems/merge-strings-alternately.json	false	Easy	3576	77			79.5	2024-03-13 01:44:45		Accepted	2024-03-13 11:50:08		Accepted	2024-04-12 22:47:39	2024-05-18 08:39:27	Accepted	2024-03-16 20:09:19		Accepted	
21	Merge Two Sorted Lists	https://leetcode.com/problems/merge-two-sorted-lists/	problems/merge-two-sorted-lists.json	false	Easy	21204	2030	img		64.0	2024-03-13 01:45:21		Accepted	2024-03-13 11:47:00		Accepted	2024-04-12 22:59:40	2024-05-18 08:39:34	Accepted	2024-03-16 20:09:52		Accepted	
746	Min Cost Climbing Stairs	https://leetcode.com/problems/min-cost-climbing-stairs/	problems/min-cost-climbing-stairs.json	false	Easy	11175	1719			65.5	2024-03-13 01:45:43		Accepted	2024-03-13 11:45:07		Accepted	2024-04-12 22:45:27	2024-05-18 08:39:41	Accepted	2024-03-16 20:10:20		Accepted	
155	Min Stack	https://leetcode.com/problems/min-stack/	problems/min-stack.json	false	Medium	13710	847		multi	53.9	2024-03-13 01:45:58		Accepted	2024-03-13 11:19:40		Accepted	2024-04-12 22:40:56	2024-05-18 08:39:48	Accepted	2024-03-16 20:10:56		Accepted	
530	Minimum Absolute Difference in BST	https://leetcode.com/problems/minimum-absolute-difference-in-bst/	problems/minimum-absolute-difference-in-bst.json	false	Easy	4274	214	a,img		58.4	2024-03-13 01:46:17		Accepted	2024-03-13 11:47:12		Accepted	2024-04-12 22:47:04	2024-05-18 08:39:55	Accepted	2024-03-16 18:40:40		Accepted	
2540	Minimum Common Value	https://leetcode.com/problems/minimum-common-value/	problems/minimum-common-value.json	false	Easy	1011	32			59.5	2024-03-13 01:46:36		Accepted	2024-03-13 11:40:36		Accepted	2024-04-12 22:56:05	2024-05-18 08:40:02	Accepted	2024-03-16 18:41:31		Accepted	
1318	Minimum Flips to Make a OR b Equal to c	https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c/	problems/minimum-flips-to-make-a-or-b-equal-to-c.json	false	Medium	1909	97	img		71.1	2024-03-13 01:46:49		Accepted	2024-03-13 11:45:34		Wrong Answer	2024-04-12 22:41:45	2024-05-18 08:40:09	Accepted	2024-03-16 18:42:17		Accepted	
433	Minimum Genetic Mutation	https://leetcode.com/problems/minimum-genetic-mutation/	problems/minimum-genetic-mutation.json	false	Medium	2868	311			53.5	2024-03-13 01:47:04		Accepted	2024-03-13 11:55:04		Accepted	2024-04-12 22:58:56	2024-05-18 08:40:16	Accepted	2024-03-16 18:42:54		Accepted	
452	Minimum Number of Arrows to Burst Balloons	https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/	problems/minimum-number-of-arrows-to-burst-balloons.json	false	Medium	6735	201			56.2	2024-03-13 01:47:22		Accepted	2024-03-13 11:57:22		Accepted	2024-04-12 22:53:26	2024-05-18 08:40:23	Accepted	2024-03-16 18:43:24		Accepted	
64	Minimum Path Sum	https://leetcode.com/problems/minimum-path-sum/	problems/minimum-path-sum.json	false	Medium	12184	161	img		63.6	2024-03-13 01:47:50		Accepted	2024-03-13 11:46:08		Accepted	2024-04-12 22:55:10	2024-05-18 08:40:30	Accepted	2024-03-16 18:43:58		Accepted	
209	Minimum Size Subarray Sum	https://leetcode.com/problems/minimum-size-subarray-sum/	problems/minimum-size-subarray-sum.json	false	Medium	12295	402			46.9	2024-03-13 01:48:04		Accepted	2024-03-13 11:57:45		Accepted	2024-04-12 22:57:20	2024-05-18 08:40:37	Accepted	2024-03-16 18:44:24		Accepted	
76	Minimum Window Substring	https://leetcode.com/problems/minimum-window-substring/	problems/minimum-window-substring.json	false	Hard	17476	708			42.8	2024-03-13 01:48:25		Accepted	2024-03-13 11:54:07		Accepted	2024-04-12 22:43:36	2024-05-18 08:40:44	Accepted	2024-03-16 18:45:09		Accepted	
283	Move Zeroes	https://leetcode.com/problems/move-zeroes/	problems/move-zeroes.json	false	Easy	16240	432			61.6	2024-03-13 01:48:38		Accepted	2024-03-13 11:40:05		Accepted	2024-04-12 22:58:24	2024-05-18 08:40:51	Accepted	2024-03-16 18:45:30		Accepted	
51	N-Queens	https://leetcode.com/problems/n-queens/	problems/n-queens.json	false	Hard	11999	270	img		67.7	2024-03-13 01:49:08		Accepted	2024-03-13 11:56:07		Wrong Answer	2024-04-12 09:39:05	2024-05-18 08:40:58	Accepted	2024-03-16 18:46:10		Accepted	
52	N-Queens II	https://leetcode.com/problems/n-queens-ii/	problems/n-queens-ii.json	false	Hard	3764	258	img		73.5	2024-03-13 01:49:27		Accepted				2024-04-12 22:55:47	2024-05-18 08:41:05	Accepted	2024-03-16 18:46:46		Accepted	
1137	N-th Tribonacci Number	https://leetcode.com/problems/n-th-tribonacci-number/	problems/n-th-tribonacci-number.json	false	Easy	4025	178			63.4	2024-03-13 01:49:44		Accepted	2024-03-13 11:36:11		Accepted	2024-04-12 22:47:45	2024-05-18 08:41:13	Accepted	2024-03-16 18:47:11		Accepted	
1926	Nearest Exit from Entrance in Maze	https://leetcode.com/problems/nearest-exit-from-entrance-in-maze/	problems/nearest-exit-from-entrance-in-maze.json	false	Medium	2219	94	img		46.7	2024-03-13 01:50:12		Accepted	2024-03-13 11:54:16		Wrong Answer	2024-04-12 22:44:55	2024-05-18 08:41:20	Wrong Answer	2024-03-16 18:47:50		Accepted	
31	Next Permutation	https://leetcode.com/problems/next-permutation/	problems/next-permutation.json	false	Medium	17849	4568	a		39.6	2024-03-13 01:50:32		Accepted	2024-03-13 11:57:53		Accepted	2024-04-12 22:44:19	2024-05-18 08:41:27	Accepted	2024-03-16 18:48:19		Accepted	
435	Non-overlapping Intervals	https://leetcode.com/problems/non-overlapping-intervals/	problems/non-overlapping-intervals.json	false	Medium	7892	213			53.0	2024-03-13 01:51:01		Accepted	2024-03-13 11:19:10		Accepted	2024-04-12 22:54:17	2024-05-18 08:41:34	Accepted	2024-03-16 18:48:46		Accepted	
191	Number of 1 Bits	https://leetcode.com/problems/number-of-1-bits/	problems/number-of-1-bits.json	false	Easy	6378	1307	a		70.5	2024-03-13 01:51:10		Accepted	2024-03-13 11:46:12		Accepted	2024-04-12 22:33:54	2024-05-18 08:41:42	Accepted	2024-03-16 18:49:26		Accepted	
200	Number of Islands	https://leetcode.com/problems/number-of-islands/	problems/number-of-islands.json	false	Medium	22029	486			58.6	2024-03-13 01:51:26		Accepted				2024-04-12 22:52:42	2024-05-18 08:41:49	Accepted	2024-03-16 18:49:58		Accepted	
547	Number of Provinces	https://leetcode.com/problems/number-of-provinces/	problems/number-of-provinces.json	false	Medium	9427	343	img		66.0	2024-03-13 01:51:41		Accepted	2024-03-13 11:35:55		Accepted	2024-04-12 22:39:38	2024-05-18 08:41:56	Accepted	2024-03-16 18:50:23		Accepted	
933	Number of Recent Calls	https://leetcode.com/problems/number-of-recent-calls/	problems/number-of-recent-calls.json	false	Easy	458	708		multi	74.7	2024-03-13 01:51:51		Accepted	2024-03-13 11:51:02		Accepted	2024-04-12 22:40:12	2024-05-18 08:42:03	Accepted	2024-03-16 18:50:47		Accepted	
328	Odd Even Linked List	https://leetcode.com/problems/odd-even-linked-list/	problems/odd-even-linked-list.json	false	Medium	9667	509	img		61.4	2024-03-13 01:52:08		Accepted	2024-03-13 11:46:29		Accepted	2024-04-12 22:53:48	2024-05-18 08:42:10	Accepted	2024-03-16 18:51:16		Accepted	
901	Online Stock Span	https://leetcode.com/problems/online-stock-span/	problems/online-stock-span.json	false	Medium	6132	389		multi	65.7	2024-03-13 01:52:20		Accepted	2024-03-13 11:57:40		Accepted	2024-04-12 22:34:24	2024-05-18 08:42:17	Accepted	2024-03-16 18:51:45		Accepted	
234	Palindrome Linked List	https://leetcode.com/problems/palindrome-linked-list/	problems/palindrome-linked-list.json	false	Easy	15827	856	img		51.8	2024-03-13 09:51:56		Accepted	2024-03-13 11:53:39		Accepted	2024-04-12 22:51:19	2024-05-18 08:42:25	Accepted	2024-03-16 18:52:20		Accepted	
9	Palindrome Number	https://leetcode.com/problems/palindrome-number/	problems/palindrome-number.json	false	Easy	12136	2686			55.8	2024-03-13 09:52:04		Accepted	2024-03-13 11:54:54		Accepted	2024-04-12 22:34:01	2024-05-18 08:42:31	Accepted	2024-03-16 18:52:47		Accepted	
131	Palindrome Partitioning	https://leetcode.com/problems/palindrome-partitioning/	problems/palindrome-partitioning.json	false	Medium	12237	429			67.2	2024-03-13 09:52:15		Accepted	2024-03-13 11:51:30		Accepted	2024-04-12 22:41:30	2024-05-18 08:42:39	Accepted	2024-03-16 18:53:20		Accepted	
416	Partition Equal Subset Sum	https://leetcode.com/problems/partition-equal-subset-sum/	problems/partition-equal-subset-sum.json	false	Medium	11983	234			46.2	2024-03-13 09:52:41		Accepted	2024-03-13 11:51:06		Accepted	2024-04-12 22:58:10	2024-05-18 08:42:46	Accepted	2024-03-16 18:54:04		Accepted	
763	Partition Labels	https://leetcode.com/problems/partition-labels/	problems/partition-labels.json	false	Medium	10166	380			79.8	2024-03-13 09:52:58		Accepted	2024-03-13 11:50:04		Accepted	2024-04-12 23:01:18	2024-05-18 08:42:53	Accepted	2024-03-16 18:54:31		Accepted	
86	Partition List	https://leetcode.com/problems/partition-list/	problems/partition-list.json	false	Medium	7195	840	img		56.0	2024-03-13 09:53:24		Accepted	2024-03-13 11:53:43		Accepted	2024-04-12 23:00:47	2024-05-18 08:43:00	Accepted	2024-03-16 18:55:00		Accepted	
118	Pascal's Triangle	https://leetcode.com/problems/pascals-triangle/	problems/pascals-triangle.json	false	Easy	12498	423	img		73.9	2024-03-13 08:56:58		Accepted	2024-03-13 11:55:45		Accepted	2024-04-12 22:36:00	2024-05-18 08:43:07	Accepted	2024-03-16 18:55:25		Accepted	
112	Path Sum	https://leetcode.com/problems/path-sum/	problems/path-sum.json	false	Easy	9473	1079	img		50.0	2024-03-13 08:57:14		Accepted	2024-03-13 11:36:04		Accepted				2024-03-16 18:55:53		Accepted	
437	Path Sum III	https://leetcode.com/problems/path-sum-iii/	problems/path-sum-iii.json	false	Medium	10707	509	img		46.5	2024-03-13 08:57:38		Accepted	2024-03-13 11:46:04		Wrong Answer	2024-04-12 22:46:20	2024-05-18 08:43:14	Accepted	2024-03-16 18:56:34		Accepted	
279	Perfect Squares	https://leetcode.com/problems/perfect-squares/	problems/perfect-squares.json	false	Medium	11040	462			54.7	2024-03-13 08:57:55		Accepted	2024-03-13 11:39:33		Accepted	2024-04-12 22:34:31	2024-05-18 08:43:21	Accepted	2024-03-16 18:57:03		Accepted	
46	Permutations	https://leetcode.com/problems/permutations/	problems/permutations.json	false	Medium	18631	314			78.1	2024-03-13 08:58:18		Accepted	2024-03-13 11:19:53		Accepted	2024-04-12 22:42:50	2024-05-18 08:43:28	Accepted	2024-03-16 18:57:30		Accepted	
66	Plus One	https://leetcode.com/problems/plus-one/	problems/plus-one.json	false	Easy	8984	5336			45.0	2024-03-13 08:58:37		Accepted	2024-03-13 11:56:11		Accepted	2024-04-12 22:59:23	2024-05-18 08:43:35	Accepted	2024-03-16 18:57:55		Accepted	
117	Populating Next Right Pointers in Each Node II	https://leetcode.com/problems/populating-next-right-pointers-in-each-node-ii/	problems/populating-next-right-pointers-in-each-node-ii.json	false	Medium	5747	314	img		52.1	2024-03-13 08:59:02		Accepted	2024-03-13 11:19:34		Wrong Answer	2024-04-12 22:45:04	2024-05-18 08:43:42	Runtime Error	2024-03-16 18:58:28		Accepted	
50	Pow(x, n)	https://leetcode.com/problems/powx-n/	problems/powx-n.json	false	Medium	9373	9241	a		34.5	2024-03-13 08:59:18		Accepted	2024-03-13 11:47:47		Accepted	2024-04-12 22:45:48	2024-05-18 08:43:49	Accepted	2024-03-16 18:58:56		Accepted	
238	Product of Array Except Self	https://leetcode.com/problems/product-of-array-except-self/	problems/product-of-array-except-self.json	false	Medium	21449	1305			65.3	2024-03-13 08:59:49		Accepted	2024-03-13 11:55:35		Accepted	2024-04-12 22:44:34	2024-05-18 08:43:56	Accepted	2024-03-16 18:59:23		Accepted	
383	Ransom Note	https://leetcode.com/problems/ransom-note/	problems/ransom-note.json	false	Easy	4829	492			60.9	2024-03-13 09:00:08		Accepted	2024-03-13 11:49:20		Accepted	2024-04-12 22:59:48	2024-05-18 08:44:03	Accepted	2024-03-16 18:59:55		Accepted	
26	Remove Duplicates from Sorted Array	https://leetcode.com/problems/remove-duplicates-from-sorted-array/	problems/remove-duplicates-from-sorted-array.json	false	Easy	13885	18108	a		55.0	2024-03-13 09:00:28		Accepted	2024-03-13 11:56:26		Accepted	2024-04-12 22:40:18	2024-05-18 08:44:10	Accepted	2024-03-16 19:00:21		Accepted	
80	Remove Duplicates from Sorted Array II	https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/	problems/remove-duplicates-from-sorted-array-ii.json	false	Medium	6571	1251	a		57.5	2024-03-13 09:01:05		Accepted	2024-03-13 11:23:51		Wrong Answer	2024-04-12 22:41:56	2024-05-18 08:44:17	Accepted	2024-03-16 19:00:49		Accepted	
82	Remove Duplicates from Sorted List II	https://leetcode.com/problems/remove-duplicates-from-sorted-list-ii/	problems/remove-duplicates-from-sorted-list-ii.json	false	Medium	8623	232	img		47.2	2024-03-13 09:01:23		Accepted	2024-03-13 11:47:44		Wrong Answer	2024-04-12 22:39:31	2024-05-18 08:44:25	Accepted	2024-03-16 19:01:16		Accepted	
27	Remove Element	https://leetcode.com/problems/remove-element/	problems/remove-element.json	false	Easy	2091	3085	a		56.3	2024-03-13 09:01:37		Accepted	2024-03-13 11:57:56		Accepted	2024-04-12 22:40:24	2024-05-18 08:44:32	Accepted	2024-03-16 19:01:37		Accepted	
19	Remove Nth Node From End of List	https://leetcode.com/problems/remove-nth-node-from-end-of-list/	problems/remove-nth-node-from-end-of-list.json	false	Medium	18386	773	img		44.9	2024-03-13 09:01:53		Accepted				2024-04-12 22:41:38	2024-05-18 08:44:39	Accepted	2024-03-16 19:02:04		Accepted	
