Id	Title	Url	Path	IsPaidOnly	Difficulty	Likes	Dislikes	ContentFeatures	SnippetFeatures	gpt-4-0125-preview Solved At	gpt-4-0125-preview Submitted At	gpt-4-0125-preview Result	gemini-1.0-pro Solved At	gemini-1.0-pro Submitted At	gemini-1.0-pro Result	claude-3-opus-20240229 Solved At	claude-3-opus-20240229 Submitted At	claude-3-opus-20240229 Result	
2958	Length of Longest Subarray With at Most K Frequency	https://leetcode.com/problems/length-of-longest-subarray-with-at-most-k-frequency/	problems/length-of-longest-subarray-with-at-most-k-frequency.json	false	Medium	197	7			2024-03-17 10:38:27		Accepted	2024-03-17 09:46:30		Wrong Answer	2024-03-17 12:15:48		Time Limit Exceeded	
2839	Check if Strings Can be Made Equal With Operations I	https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-i/	problems/check-if-strings-can-be-made-equal-with-operations-i.json	false	Easy	172	23			2024-03-17 11:12:06		Accepted	2024-03-17 09:57:06		Wrong Answer	2024-03-17 12:59:53		Wrong Answer	
2768	Number of Black Blocks	https://leetcode.com/problems/number-of-black-blocks/	problems/number-of-black-blocks.json	false	Medium	220	22	img		2024-03-17 11:24:12		Accepted	2024-03-17 10:02:14		Time Limit Exceeded	2024-03-17 13:22:25		Time Limit Exceeded	
2871	Split Array Into Maximum Number of Subarrays	https://leetcode.com/problems/split-array-into-maximum-number-of-subarrays/	problems/split-array-into-maximum-number-of-subarrays.json	false	Medium	206	29			2024-03-17 10:58:23		Wrong Answer	2024-03-17 09:54:05		Wrong Answer	2024-03-17 12:46:47		Wrong Answer	
2799	Count Complete Subarrays in an Array	https://leetcode.com/problems/count-complete-subarrays-in-an-array/	problems/count-complete-subarrays-in-an-array.json	false	Medium	513	12			2024-03-17 11:20:01		Accepted	2024-03-17 10:00:11		Runtime Error	2024-03-17 13:13:37		Accepted	
2836	Maximize Value of Function in a Ball Passing Game	https://leetcode.com/problems/maximize-value-of-function-in-a-ball-passing-game/	problems/maximize-value-of-function-in-a-ball-passing-game.json	false	Hard	212	84			2024-03-17 11:12:27		Runtime Error	2024-03-17 09:57:11		Wrong Answer	2024-03-17 13:00:27		Wrong Answer	
2923	Find Champion I	https://leetcode.com/problems/find-champion-i/	problems/find-champion-i.json	false	Easy	121	32			2024-03-17 10:47:34		Wrong Answer	2024-03-17 09:50:15		Wrong Answer	2024-03-17 12:31:08		Accepted	
3031	Minimum Time to Revert Word to Initial State II	https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii/	problems/minimum-time-to-revert-word-to-initial-state-ii.json	false	Hard	115	21			2024-03-17 10:21:08		Wrong Answer	2024-03-17 09:40:36		Wrong Answer	2024-03-17 11:48:00		Wrong Answer	
2938	Separate Black and White Balls	https://leetcode.com/problems/separate-black-and-white-balls/	problems/separate-black-and-white-balls.json	false	Medium	153	6			2024-03-17 10:43:32		Wrong Answer	2024-03-17 09:49:00		Wrong Answer	2024-03-17 12:23:59		Wrong Answer	
2815	Max Pair Sum in an Array	https://leetcode.com/problems/max-pair-sum-in-an-array/	problems/max-pair-sum-in-an-array.json	false	Easy	310	111			2024-03-17 11:16:31		Accepted	2024-03-17 09:59:27		Wrong Answer	2024-03-17 13:07:51		Accepted	
2913	Subarrays Distinct Element Sum of Squares I	https://leetcode.com/problems/subarrays-distinct-element-sum-of-squares-i/	problems/subarrays-distinct-element-sum-of-squares-i.json	false	Easy	121	21			2024-03-17 10:50:19		Accepted	2024-03-17 09:51:11		Wrong Answer	2024-03-17 12:35:23		Accepted	
2899	Last Visited Integers	https://leetcode.com/problems/last-visited-integers/	problems/last-visited-integers.json	false	Easy	114	179			2024-03-17 10:55:01		Accepted	2024-03-17 09:53:03		Wrong Answer	2024-03-17 12:41:43		Accepted	
2901	Longest Unequal Adjacent Groups Subsequence II	https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-ii/	problems/longest-unequal-adjacent-groups-subsequence-ii.json	false	Medium	185	20			2024-03-17 10:54:28		Wrong Answer	2024-03-17 09:52:27		Wrong Answer	2024-03-17 12:40:40		Accepted	
3015	Count the Number of Houses at a Certain Distance I	https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-i/	problems/count-the-number-of-houses-at-a-certain-distance-i.json	false	Medium	119	26	img		2024-03-17 10:25:21		Wrong Answer	2024-03-17 09:41:35		Wrong Answer	2024-03-17 11:55:05		Wrong Answer	
3072	Distribute Elements Into Two Arrays II	https://leetcode.com/problems/distribute-elements-into-two-arrays-ii/	problems/distribute-elements-into-two-arrays-ii.json	false	Hard	115	10			2024-03-17 10:12:48		Wrong Answer	2024-03-17 09:38:36		Runtime Error	2024-03-17 11:35:25		Time Limit Exceeded	
2848	Points That Intersect With Cars	https://leetcode.com/problems/points-that-intersect-with-cars/	problems/points-that-intersect-with-cars.json	false	Easy	245	19			2024-03-17 11:09:05		Accepted	2024-03-17 09:56:34		Accepted	2024-03-17 12:55:45		Accepted	
3071	Minimum Operations to Write the Letter Y on a Grid	https://leetcode.com/problems/minimum-operations-to-write-the-letter-y-on-a-grid/	problems/minimum-operations-to-write-the-letter-y-on-a-grid.json	false	Medium	70	14	img		2024-03-17 10:13:06		Wrong Answer	2024-03-17 09:38:41		Wrong Answer	2024-03-17 11:35:59		Wrong Answer	
2929	Distribute Candies Among Children II	https://leetcode.com/problems/distribute-candies-among-children-ii/	problems/distribute-candies-among-children-ii.json	false	Medium	82	105			2024-03-17 10:46:17		Time Limit Exceeded	2024-03-17 09:49:32		Wrong Answer	2024-03-17 12:28:19		Wrong Answer	
2845	Count of Interesting Subarrays	https://leetcode.com/problems/count-of-interesting-subarrays/	problems/count-of-interesting-subarrays.json	false	Medium	474	67			2024-03-17 11:09:48		Accepted	2024-03-17 09:56:43		Wrong Answer	2024-03-17 12:56:54		Wrong Answer	
2983	Palindrome Rearrangement Queries	https://leetcode.com/problems/palindrome-rearrangement-queries/	problems/palindrome-rearrangement-queries.json	false	Hard	76	24			2024-03-17 10:31:24		Wrong Answer	2024-03-17 09:44:18		Wrong Answer	2024-03-17 12:05:20		Wrong Answer	
2807	Insert Greatest Common Divisors in Linked List	https://leetcode.com/problems/insert-greatest-common-divisors-in-linked-list/	problems/insert-greatest-common-divisors-in-linked-list.json	false	Medium	468	15	img		2024-03-17 11:18:57		Accepted	2024-03-17 09:59:55		Wrong Answer	2024-03-17 13:11:40		Accepted	
2906	Construct Product Matrix	https://leetcode.com/problems/construct-product-matrix/	problems/construct-product-matrix.json	false	Medium	212	15			2024-03-17 10:52:46		Wrong Answer	2024-03-17 09:51:31		Wrong Answer	2024-03-17 12:38:15		Wrong Answer	
2860	Happy Students	https://leetcode.com/problems/happy-students/	problems/happy-students.json	false	Medium	155	286			2024-03-17 11:06:03		Wrong Answer	2024-03-17 09:54:42		Wrong Answer	2024-03-17 12:51:22		Wrong Answer	
3011	Find if Array Can Be Sorted	https://leetcode.com/problems/find-if-array-can-be-sorted/	problems/find-if-array-can-be-sorted.json	false	Medium	99	10			2024-03-17 10:27:06		Wrong Answer	2024-03-17 09:41:56		Wrong Answer	2024-03-17 11:57:29		Wrong Answer	
2910	Minimum Number of Groups to Create a Valid Assignment	https://leetcode.com/problems/minimum-number-of-groups-to-create-a-valid-assignment/	problems/minimum-number-of-groups-to-create-a-valid-assignment.json	false	Medium	270	158			2024-03-17 10:51:24		Time Limit Exceeded	2024-03-17 09:51:20		Wrong Answer	2024-03-17 12:36:38		Wrong Answer	
2818	Apply Operations to Maximize Score	https://leetcode.com/problems/apply-operations-to-maximize-score/	problems/apply-operations-to-maximize-score.json	false	Hard	308	10			2024-03-17 11:15:42		Wrong Answer	2024-03-17 09:58:52		Wrong Answer	2024-03-17 13:06:21		Wrong Answer	
2787	Ways to Express an Integer as Sum of Powers	https://leetcode.com/problems/ways-to-express-an-integer-as-sum-of-powers/	problems/ways-to-express-an-integer-as-sum-of-powers.json	false	Medium	378	12			2024-03-17 11:21:16		Accepted	2024-03-17 10:00:33		Wrong Answer	2024-03-17 13:16:27		Wrong Answer	
2872	Maximum Number of K-Divisible Components	https://leetcode.com/problems/maximum-number-of-k-divisible-components/	problems/maximum-number-of-k-divisible-components.json	false	Hard	177	3	img		2024-03-17 10:58:13		Accepted	2024-03-17 09:54:00		Wrong Answer	2024-03-17 12:46:22		Wrong Answer	
2735	Collecting Chocolates	https://leetcode.com/problems/collecting-chocolates/	problems/collecting-chocolates.json	false	Medium	276	531			2024-03-17 11:30:39		Wrong Answer	2024-03-17 10:04:58		Wrong Answer	2024-03-17 13:33:23		Wrong Answer	
2961	Double Modular Exponentiation	https://leetcode.com/problems/double-modular-exponentiation/	problems/double-modular-exponentiation.json	false	Medium	96	16			2024-03-17 10:37:47		Accepted	2024-03-17 09:46:19		Wrong Answer	2024-03-17 12:14:19		Wrong Answer	
2748	Number of Beautiful Pairs	https://leetcode.com/problems/number-of-beautiful-pairs/	problems/number-of-beautiful-pairs.json	false	Easy	191	35			2024-03-17 11:27:54		Accepted	2024-03-17 10:04:15		Wrong Answer	2024-03-17 13:28:17		Accepted	
2974	Minimum Number Game	https://leetcode.com/problems/minimum-number-game/	problems/minimum-number-game.json	false	Easy	171	8			2024-03-17 10:33:53		Accepted	2024-03-17 09:44:58		Wrong Answer	2024-03-17 12:08:43		Wrong Answer	
2784	Check if Array is Good	https://leetcode.com/problems/check-if-array-is-good/	problems/check-if-array-is-good.json	false	Easy	253	49			2024-03-17 11:21:55		Accepted	2024-03-17 10:01:01		Accepted	2024-03-17 13:17:51		Accepted	
2945	Find Maximum Non-decreasing Array Length	https://leetcode.com/problems/find-maximum-non-decreasing-array-length/	problems/find-maximum-non-decreasing-array-length.json	false	Hard	126	14			2024-03-17 10:41:51		Wrong Answer	2024-03-17 09:48:36		Wrong Answer	2024-03-17 12:21:18		Wrong Answer	
2999	Count the Number of Powerful Integers	https://leetcode.com/problems/count-the-number-of-powerful-integers/	problems/count-the-number-of-powerful-integers.json	false	Hard	86	6			2024-03-17 10:30:15		Wrong Answer	2024-03-17 09:43:41		Time Limit Exceeded	2024-03-17 12:03:11		Time Limit Exceeded	
3041	Maximize Consecutive Elements in an Array After Modification	https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/	problems/maximize-consecutive-elements-in-an-array-after-modification.json	false	Hard	125	4			2024-03-17 10:18:46		Wrong Answer	2024-03-17 09:39:48		Wrong Answer	2024-03-17 11:43:54		Wrong Answer	
2746	Decremental String Concatenation	https://leetcode.com/problems/decremental-string-concatenation/	problems/decremental-string-concatenation.json	false	Medium	346	32			2024-03-17 11:28:32		Wrong Answer	2024-03-17 10:04:25		Runtime Error	2024-03-17 13:29:23		Wrong Answer	
2856	Minimum Array Length After Pair Removals	https://leetcode.com/problems/minimum-array-length-after-pair-removals/	problems/minimum-array-length-after-pair-removals.json	false	Medium	293	90			2024-03-17 11:07:14		Wrong Answer	2024-03-17 09:55:54		Wrong Answer	2024-03-17 12:53:13		Wrong Answer	
2866	Beautiful Towers II	https://leetcode.com/problems/beautiful-towers-ii/	problems/beautiful-towers-ii.json	false	Medium	368	23			2024-03-17 10:59:55		Wrong Answer	2024-03-17 09:54:21		Wrong Answer	2024-03-17 12:48:46		Wrong Answer	
2902	Count of Sub-Multisets With Bounded Sum	https://leetcode.com/problems/count-of-sub-multisets-with-bounded-sum/	problems/count-of-sub-multisets-with-bounded-sum.json	false	Hard	133	20			2024-03-17 10:54:03		Wrong Answer	2024-03-17 09:51:59		Wrong Answer	2024-03-17 12:40:06		Wrong Answer	
2781	Length of the Longest Valid Substring	https://leetcode.com/problems/length-of-the-longest-valid-substring/	problems/length-of-the-longest-valid-substring.json	false	Hard	503	18			2024-03-17 11:22:10		Time Limit Exceeded	2024-03-17 10:01:11		Wrong Answer	2024-03-17 13:18:22		Wrong Answer	
2840	Check if Strings Can be Made Equal With Operations II	https://leetcode.com/problems/check-if-strings-can-be-made-equal-with-operations-ii/	problems/check-if-strings-can-be-made-equal-with-operations-ii.json	false	Medium	241	3			2024-03-17 11:11:49		Accepted	2024-03-17 09:57:03		Wrong Answer	2024-03-17 12:59:29		Wrong Answer	
2763	Sum of Imbalance Numbers of All Subarrays	https://leetcode.com/problems/sum-of-imbalance-numbers-of-all-subarrays/	problems/sum-of-imbalance-numbers-of-all-subarrays.json	false	Hard	290	8			2024-03-17 11:25:31		Time Limit Exceeded	2024-03-17 10:02:30		Wrong Answer	2024-03-17 13:24:36		Time Limit Exceeded	
2971	Find Polygon With the Largest Perimeter	https://leetcode.com/problems/find-polygon-with-the-largest-perimeter/	problems/find-polygon-with-the-largest-perimeter.json	false	Medium	742	68			2024-03-17 10:35:01		Wrong Answer	2024-03-17 09:45:27		Wrong Answer	2024-03-17 12:10:18		Wrong Answer	
3008	Find Beautiful Indices in the Given Array II	https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/	problems/find-beautiful-indices-in-the-given-array-ii.json	false	Hard	140	10			2024-03-17 10:27:45		Time Limit Exceeded	2024-03-17 09:42:07		Time Limit Exceeded	2024-03-17 11:59:11		Time Limit Exceeded	
3066	Minimum Operations to Exceed Threshold Value II	https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii/	problems/minimum-operations-to-exceed-threshold-value-ii.json	false	Medium	72	3			2024-03-17 10:14:40		Accepted	2024-03-17 09:39:03		Wrong Answer	2024-03-17 11:38:51		Accepted	
2960	Count Tested Devices After Test Operations	https://leetcode.com/problems/count-tested-devices-after-test-operations/	problems/count-tested-devices-after-test-operations.json	false	Easy	117	10			2024-03-17 10:37:58		Accepted	2024-03-17 09:46:22		Accepted	2024-03-17 12:14:43		Accepted	
2859	Sum of Values at Indices With K Set Bits	https://leetcode.com/problems/sum-of-values-at-indices-with-k-set-bits/	problems/sum-of-values-at-indices-with-k-set-bits.json	false	Easy	222	30			2024-03-17 11:06:13		Accepted	2024-03-17 09:54:46		Accepted	2024-03-17 12:51:50		Accepted	
2826	Sorting Three Groups	https://leetcode.com/problems/sorting-three-groups/	problems/sorting-three-groups.json	false	Medium	362	87			2024-03-17 11:14:57		Wrong Answer	2024-03-17 09:57:43		Wrong Answer	2024-03-17 13:04:53		Wrong Answer	
2980	Check if Bitwise OR Has Trailing Zeros	https://leetcode.com/problems/check-if-bitwise-or-has-trailing-zeros/	problems/check-if-bitwise-or-has-trailing-zeros.json	false	Easy	88	6			2024-03-17 10:32:35		Runtime Error	2024-03-17 09:44:29		Wrong Answer	2024-03-17 12:06:45		Wrong Answer	
3001	Minimum Moves to Capture The Queen	https://leetcode.com/problems/minimum-moves-to-capture-the-queen/	problems/minimum-moves-to-capture-the-queen.json	false	Medium	138	186	img		2024-03-17 10:29:46		Wrong Answer	2024-03-17 09:43:05		Wrong Answer	2024-03-17 12:02:11		Wrong Answer	
2849	Determine if a Cell Is Reachable at a Given Time	https://leetcode.com/problems/determine-if-a-cell-is-reachable-at-a-given-time/	problems/determine-if-a-cell-is-reachable-at-a-given-time.json	false	Medium	805	745	img		2024-03-17 11:08:55		Wrong Answer	2024-03-17 09:56:31		Wrong Answer	2024-03-17 12:55:23		Wrong Answer	
2915	Length of the Longest Subsequence That Sums to Target	https://leetcode.com/problems/length-of-the-longest-subsequence-that-sums-to-target/	problems/length-of-the-longest-subsequence-that-sums-to-target.json	false	Medium	182	23			2024-03-17 10:49:51		Time Limit Exceeded	2024-03-17 09:51:03		Wrong Answer	2024-03-17 12:34:29		Wrong Answer	
2791	Count Paths That Can Form a Palindrome in a Tree	https://leetcode.com/problems/count-paths-that-can-form-a-palindrome-in-a-tree/	problems/count-paths-that-can-form-a-palindrome-in-a-tree.json	false	Hard	357	5	img		2024-03-17 11:20:24		Wrong Answer	2024-03-17 10:00:18		Wrong Answer	2024-03-17 13:14:35		Wrong Answer	
